Local Time (Timezone : GMT+8h),Chilled Water Rate (L/sec),Outside Temperature (F),Dew Point (F),Humidity (%),Wind Speed (mph),Pressure (in),Month,Day,Hour
2019-12-24 16:00:00,211.5,172,150,140,24,59.54,12,24,16
2019-12-24 17:00:00,201.8,166,150,153,19,59.54,12,24,17
2019-12-24 18:00:00,194.6,164,148,153,16,59.57,12,24,18
2019-12-24 19:00:00,177.3,162,150,168,19,59.63,12,24,19
2019-12-24 20:00:00,177.2,162,150,168,12,59.66,12,24,20
2019-12-24 21:00:00,175.5,162,152,173,5,59.72,12,24,21
2019-12-24 22:00:00,176,160,154,183,6,59.72,12,24,22
2019-12-24 23:00:00,170,158,150,178,8,59.72,12,24,23
2019-12-25 00:00:00,159.1,158,150,178,6,59.72,12,25,0
2019-12-25 01:00:00,156.2,158,150,178,6,59.69,12,25,1
2019-12-25 02:00:00,154.5,158,150,178,6,59.63,12,25,2
2019-12-25 03:00:00,157.1,154,150,188,4,59.6,12,25,3
2019-12-25 04:00:00,156.6,154,150,188,4,59.6,12,25,4
2019-12-25 05:00:00,155.1,154,150,188,5,59.6,12,25,5
2019-12-25 06:00:00,157.2,154,150,188,5,59.6,12,25,6
2019-12-25 07:00:00,177.2,156,150,183,5,59.66,12,25,7
2019-12-25 08:00:00,184.3,160,150,173,8,59.72,12,25,8
2019-12-25 09:00:00,187.9,164,152,163,11,59.78,12,25,9
2019-12-25 10:00:00,186.8,168,148,144,16,59.78,12,25,10
2019-12-25 11:00:00,188.4,172,146,132,16,59.72,12,25,11
2019-12-25 12:00:00,190.1,174,150,136,22,59.69,12,25,12
2019-12-25 13:00:00,190.3,174,148,132,22,59.63,12,25,13
2019-12-25 14:00:00,186.9,172,146,132,16,59.57,12,25,14
2019-12-25 15:00:00,191.2,170,152,149,16,59.54,12,25,15
2019-12-25 16:00:00,193.3,170,148,140,15,59.54,12,25,16
2019-12-25 17:00:00,191.8,168,146,140,14,59.54,12,25,17
2019-12-25 18:00:00,190.2,164,150,158,16,59.57,12,25,18
2019-12-25 19:00:00,184.3,164,148,153,15,59.63,12,25,19
2019-12-25 20:00:00,176.3,162,150,168,10,59.66,12,25,20
2019-12-25 21:00:00,175.2,162,150,168,6,59.72,12,25,21
2019-12-25 22:00:00,176.4,162,150,168,9,59.72,12,25,22
2019-12-25 23:00:00,169,162,150,168,12,59.72,12,25,23
2019-12-26 00:00:00,155.7,158,150,178,5,59.72,12,26,0
2019-12-26 01:00:00,151.7,158,150,178,6,59.66,12,26,1
2019-12-26 02:00:00,151.9,158,150,178,8,59.63,12,26,2
2019-12-26 03:00:00,153.1,154,150,188,6,59.6,12,26,3
2019-12-26 04:00:00,153,154,150,188,6,59.6,12,26,4
2019-12-26 05:00:00,156.7,154,150,188,6,59.6,12,26,5
2019-12-26 06:00:00,78.7,77,73,89,3,29.8,12,26,6
2019-12-26 07:00:00,0,0,0,0,0,0,12,26,7
2019-12-26 08:00:00,199.4,162,148,163,9,59.72,12,26,8
2019-12-26 09:00:00,196.6,166,146,144,13,59.72,12,26,9
2019-12-26 10:00:00,187.3,168,146,140,20,59.72,12,26,10
2019-12-26 11:00:00,194.3,172,146,132,21,59.72,12,26,11
2019-12-26 12:00:00,206.6,170,148,140,19,59.69,12,26,12
2019-12-26 13:00:00,204,166,146,144,16,59.66,12,26,13
2019-12-26 14:00:00,183.6,168,146,140,20,59.63,12,26,14
2019-12-26 15:00:00,200.8,168,146,140,20,59.6,12,26,15
2019-12-26 16:00:00,207.5,168,145,136,20,59.57,12,26,16
2019-12-26 17:00:00,211.1,168,145,136,16,59.57,12,26,17
2019-12-26 18:00:00,203.8,164,146,148,18,59.6,12,26,18
2019-12-26 19:00:00,180.8,162,146,158,16,59.66,12,26,19
2019-12-26 20:00:00,171.5,162,146,158,17,59.69,12,26,20
2019-12-26 21:00:00,168.7,162,146,158,15,59.72,12,26,21
2019-12-26 22:00:00,167.5,158,146,166,10,59.72,12,26,22
2019-12-26 23:00:00,161.1,158,146,166,10,59.72,12,26,23
2019-12-27 00:00:00,152.8,158,146,166,6,59.69,12,27,0
2019-12-27 01:00:00,150.3,156,146,172,5,59.66,12,27,1
2019-12-27 02:00:00,149.6,154,146,178,6,59.66,12,27,2
2019-12-27 03:00:00,153.4,154,146,178,6,59.66,12,27,3
2019-12-27 04:00:00,154.5,156,146,172,8,59.6,12,27,4
2019-12-27 05:00:00,157,158,146,166,11,59.6,12,27,5
2019-12-27 06:00:00,157.1,156,146,172,10,59.63,12,27,6
2019-12-27 07:00:00,190.5,158,146,166,10,59.66,12,27,7
2019-12-27 08:00:00,199,160,146,162,9,59.72,12,27,8
2019-12-27 09:00:00,200.6,164,150,158,15,59.72,12,27,9
2019-12-27 10:00:00,205.5,168,148,144,18,59.72,12,27,10
2019-12-27 11:00:00,205.9,172,146,132,20,59.69,12,27,11
2019-12-27 12:00:00,206.8,176,145,120,23,59.66,12,27,12
2019-12-27 13:00:00,208.2,176,146,124,27,59.6,12,27,13
2019-12-27 14:00:00,207.6,176,146,124,27,59.57,12,27,14
2019-12-27 15:00:00,211.7,176,146,124,26,59.51,12,27,15
2019-12-27 16:00:00,219.3,172,145,128,26,59.48,12,27,16
2019-12-27 17:00:00,218.3,170,146,136,25,59.48,12,27,17
2019-12-27 18:00:00,215.5,166,146,144,20,59.54,12,27,18
2019-12-27 19:00:00,190,163,146,153,24,59.6,12,27,19
2019-12-27 20:00:00,175,162,146,158,17,59.66,12,27,20
2019-12-27 21:00:00,171.7,162,146,158,15,59.66,12,27,21
2019-12-27 22:00:00,170.4,162,146,158,13,59.66,12,27,22
2019-12-27 23:00:00,165.7,158,146,166,11,59.66,12,27,23
2019-12-28 00:00:00,157.4,158,148,172,14,59.66,12,28,0
2019-12-28 01:00:00,155.6,158,146,166,15,59.66,12,28,1
2019-12-28 02:00:00,152.5,158,146,166,17,59.63,12,28,2
2019-12-28 03:00:00,154.4,158,146,166,6,59.6,12,28,3
2019-12-28 04:00:00,154,158,146,166,12,59.6,12,28,4
2019-12-28 05:00:00,150.9,158,146,166,11,59.6,12,28,5
2019-12-28 06:00:00,150.6,158,146,166,6,59.6,12,28,6
2019-12-28 07:00:00,169.7,158,148,172,5,59.66,12,28,7
2019-12-28 08:00:00,180.2,163,150,163,13,59.69,12,28,8
2019-12-28 09:00:00,183.2,166,150,153,14,59.72,12,28,9
2019-12-28 10:00:00,188.1,168,148,145,21,59.72,12,28,10
2019-12-28 11:00:00,189.8,170,148,140,21,59.69,12,28,11
2019-12-28 12:00:00,189.9,172,148,136,24,59.66,12,28,12
2019-12-28 13:00:00,191,174,148,132,26,59.63,12,28,13
2019-12-28 14:00:00,194.2,172,146,132,23,59.6,12,28,14
2019-12-28 15:00:00,194.3,172,150,140,24,59.54,12,28,15
2019-12-28 16:00:00,196.1,170,150,144,25,59.54,12,28,16
2019-12-28 17:00:00,194.1,168,146,140,22,59.54,12,28,17
2019-12-28 18:00:00,187.5,164,150,158,18,59.57,12,28,18
2019-12-28 19:00:00,180.2,162,150,168,14,59.6,12,28,19
2019-12-28 20:00:00,174.5,162,150,168,17,59.66,12,28,20
2019-12-28 21:00:00,171,162,150,168,14,59.72,12,28,21
2019-12-28 22:00:00,170.7,162,150,168,14,59.72,12,28,22
2019-12-28 23:00:00,169.5,162,150,168,16,59.72,12,28,23
2019-12-29 00:00:00,159.5,162,150,168,15,59.72,12,29,0
2019-12-29 01:00:00,157.6,160,150,173,16,59.66,12,29,1
2019-12-29 02:00:00,156.9,158,150,178,17,59.63,12,29,2
2019-12-29 03:00:00,159.8,158,150,178,14,59.6,12,29,3
2019-12-29 04:00:00,159.7,158,148,172,8,59.6,12,29,4
2019-12-29 05:00:00,156.4,158,150,178,11,59.6,12,29,5
2019-12-29 06:00:00,155.4,158,148,172,8,59.6,12,29,6
2019-12-29 07:00:00,166,160,148,167,6,59.66,12,29,7
2019-12-29 08:00:00,170.4,163,150,163,14,59.69,12,29,8
2019-12-29 09:00:00,179.6,164,150,158,18,59.72,12,29,9
2019-12-29 10:00:00,180.8,168,150,148,18,59.72,12,29,10
2019-12-29 11:00:00,182.4,172,146,132,22,59.72,12,29,11
2019-12-29 12:00:00,184.9,174,150,136,22,59.72,12,29,12
2019-12-29 13:00:00,185.6,176,148,128,22,59.66,12,29,13
2019-12-29 14:00:00,187.1,176,146,124,24,59.6,12,29,14
2019-12-29 15:00:00,187.8,176,146,124,27,59.54,12,29,15
2019-12-29 16:00:00,188.1,174,146,128,27,59.54,12,29,16
2019-12-29 17:00:00,186.9,170,148,140,26,59.54,12,29,17
2019-12-29 18:00:00,185.5,164,148,153,23,59.6,12,29,18
2019-12-29 19:00:00,178,163,150,163,19,59.6,12,29,19
2019-12-29 20:00:00,176.7,162,150,168,17,59.66,12,29,20
2019-12-29 21:00:00,175.7,162,150,168,16,59.72,12,29,21
2019-12-29 22:00:00,178.3,162,150,168,12,59.72,12,29,22
2019-12-29 23:00:00,173.3,162,150,168,12,59.75,12,29,23
2019-12-30 00:00:00,161.6,160,150,173,11,59.72,12,30,0
2019-12-30 01:00:00,158.1,158,150,178,8,59.69,12,30,1
2019-12-30 02:00:00,156.6,158,150,178,8,59.66,12,30,2
2019-12-30 03:00:00,159,158,146,166,8,59.6,12,30,3
2019-12-30 04:00:00,158.3,158,146,166,10,59.6,12,30,4
2019-12-30 05:00:00,162.9,158,148,172,12,59.6,12,30,5
2019-12-30 06:00:00,169.2,158,150,178,6,59.66,12,30,6
2019-12-30 07:00:00,207.2,158,146,166,8,59.66,12,30,7
2019-12-30 08:00:00,213.8,163,148,158,12,59.72,12,30,8
2019-12-30 09:00:00,206.7,166,148,148,15,59.78,12,30,9
2019-12-30 10:00:00,209.3,170,148,140,18,59.78,12,30,10
2019-12-30 11:00:00,210.7,174,150,136,25,59.75,12,30,11
2019-12-30 12:00:00,211,174,146,128,24,59.72,12,30,12
2019-12-30 13:00:00,213.9,176,146,124,24,59.69,12,30,13
2019-12-30 14:00:00,222.9,176,146,124,25,59.63,12,30,14
2019-12-30 15:00:00,226.6,176,150,132,25,59.6,12,30,15
2019-12-30 16:00:00,227,176,146,124,25,59.54,12,30,16
2019-12-30 17:00:00,223.3,172,150,140,24,59.54,12,30,17
2019-12-30 18:00:00,219.2,166,150,153,20,59.6,12,30,18
2019-12-30 19:00:00,193,164,150,158,22,59.63,12,30,19
2019-12-30 20:00:00,176.1,162,150,168,13,59.69,12,30,20
2019-12-30 21:00:00,171.9,162,150,168,11,59.72,12,30,21
2019-12-30 22:00:00,172,160,150,173,8,59.78,12,30,22
2019-12-30 23:00:00,172.2,158,148,172,8,59.78,12,30,23
2019-12-31 00:00:00,163.1,158,150,178,8,59.78,12,31,0
2019-12-31 01:00:00,155.8,158,150,178,6,59.75,12,31,1
2019-12-31 02:00:00,154.1,158,148,172,8,59.69,12,31,2
2019-12-31 03:00:00,156.3,158,148,172,8,59.66,12,31,3
2019-12-31 04:00:00,156.2,156,146,172,10,59.66,12,31,4
2019-12-31 05:00:00,160.9,154,146,178,8,59.63,12,31,5
2019-12-31 06:00:00,161,154,146,178,6,59.66,12,31,6
2019-12-31 07:00:00,196.9,158,146,166,6,59.72,12,31,7
2019-12-31 08:00:00,206.5,160,148,167,10,59.78,12,31,8
2019-12-31 09:00:00,200.9,163,148,158,13,59.84,12,31,9
2019-12-31 10:00:00,204.7,166,148,148,15,59.84,12,31,10
2019-12-31 11:00:00,205.3,174,146,128,15,59.81,12,31,11
2019-12-31 12:00:00,206.4,178,146,121,21,59.78,12,31,12
2019-12-31 13:00:00,207.9,178,146,121,22,59.75,12,31,13
2019-12-31 14:00:00,207.4,178,146,121,26,59.69,12,31,14
2019-12-31 15:00:00,210,172,146,132,24,59.66,12,31,15
2019-12-31 16:00:00,208.1,172,146,132,25,59.66,12,31,16
2019-12-31 17:00:00,205.1,170,146,136,22,59.69,12,31,17
2019-12-31 18:00:00,202.3,166,148,149,20,59.72,12,31,18
2019-12-31 19:00:00,183.2,164,150,158,18,59.75,12,31,19
2019-12-31 20:00:00,173.5,163,150,163,18,59.81,12,31,20
2019-12-31 21:00:00,173.6,162,150,168,16,59.84,12,31,21
2019-12-31 22:00:00,172.5,162,148,163,13,59.84,12,31,22
2019-12-31 23:00:00,171.3,162,146,158,12,59.78,12,31,23
2020-01-01 00:00:00,164.4,162,150,168,14,59.69,1,1,0
2020-01-01 01:00:00,157.4,162,150,168,13,59.66,1,1,1
2020-01-01 02:00:00,155,162,150,168,15,59.63,1,1,2
2020-01-01 03:00:00,155.9,162,150,168,15,59.6,1,1,3
2020-01-01 04:00:00,153.5,162,150,168,12,59.6,1,1,4
2020-01-01 05:00:00,155.3,162,150,168,10,59.6,1,1,5
2020-01-01 06:00:00,158.1,162,150,168,12,59.63,1,1,6
2020-01-01 07:00:00,181.8,162,148,163,12,59.66,1,1,7
2020-01-01 08:00:00,186.5,163,150,163,14,59.72,1,1,8
2020-01-01 09:00:00,182.4,168,146,140,22,59.75,1,1,9
2020-01-01 10:00:00,187.1,172,146,132,25,59.78,1,1,10
2020-01-01 11:00:00,187.2,174,144,120,24,59.75,1,1,11
2020-01-01 12:00:00,186.7,176,146,124,31,59.72,1,1,12
2020-01-01 13:00:00,187.9,176,144,116,25,59.66,1,1,13
2020-01-01 14:00:00,189.8,178,140,107,28,59.63,1,1,14
2020-01-01 15:00:00,190.1,178,142,110,28,59.57,1,1,15
2020-01-01 16:00:00,189.9,176,142,113,30,59.54,1,1,16
2020-01-01 17:00:00,189.1,172,140,116,32,59.6,1,1,17
2020-01-01 18:00:00,190.3,168,144,132,31,59.6,1,1,18
2020-01-01 19:00:00,178,164,145,144,22,59.66,1,1,19
2020-01-01 20:00:00,173.2,163,146,153,19,59.66,1,1,20
2020-01-01 21:00:00,171.1,162,146,158,20,59.69,1,1,21
2020-01-01 22:00:00,174.6,162,148,163,17,59.72,1,1,22
2020-01-01 23:00:00,174.8,162,148,163,12,59.78,1,1,23
2020-01-02 00:00:00,167.2,160,146,162,11,59.78,1,2,0
2020-01-02 01:00:00,161.5,158,146,166,12,59.78,1,2,1
2020-01-02 02:00:00,157.3,158,146,166,8,59.78,1,2,2
2020-01-02 03:00:00,159.8,158,148,172,10,59.72,1,2,3
2020-01-02 04:00:00,160.3,158,148,172,6,59.72,1,2,4
2020-01-02 05:00:00,164.9,158,146,166,6,59.72,1,2,5
2020-01-02 06:00:00,166.9,158,146,166,5,59.75,1,2,6
2020-01-02 07:00:00,201.8,158,150,178,6,59.78,1,2,7
2020-01-02 08:00:00,214.6,160,150,173,6,59.84,1,2,8
2020-01-02 09:00:00,209.5,166,150,153,10,59.84,1,2,9
2020-01-02 10:00:00,184.9,172,148,136,16,59.84,1,2,10
2020-01-02 11:00:00,225.1,172,145,128,22,59.84,1,2,11
2020-01-02 12:00:00,224,176,146,124,30,59.84,1,2,12
2020-01-02 13:00:00,199.6,176,145,120,28,59.78,1,2,13
2020-01-02 14:00:00,229.5,176,148,128,28,59.72,1,2,14
2020-01-02 15:00:00,212.8,174,148,132,27,59.66,1,2,15
2020-01-02 16:00:00,225.8,172,146,132,25,59.66,1,2,16
2020-01-02 17:00:00,224.3,170,146,136,26,59.66,1,2,17
2020-01-02 18:00:00,220.5,166,146,144,21,59.72,1,2,18
2020-01-02 19:00:00,211.1,164,150,158,17,59.78,1,2,19
2020-01-02 20:00:00,181.1,163,150,163,16,59.84,1,2,20
2020-01-02 21:00:00,189.6,162,150,168,11,59.87,1,2,21
2020-01-02 22:00:00,191,162,150,168,6,59.9,1,2,22
2020-01-02 23:00:00,190.1,162,148,163,8,59.84,1,2,23
2020-01-03 00:00:00,180.1,160,146,162,11,59.78,1,3,0
2020-01-03 01:00:00,176.9,158,146,166,12,59.78,1,3,1
2020-01-03 02:00:00,168.4,158,146,166,8,59.78,1,3,2
2020-01-03 03:00:00,172.1,158,148,172,10,59.72,1,3,3
2020-01-03 04:00:00,170.7,158,148,172,6,59.72,1,3,4
2020-01-03 05:00:00,174.9,158,146,166,6,59.72,1,3,5
2020-01-03 06:00:00,175.4,158,146,166,5,59.75,1,3,6
2020-01-03 07:00:00,210.1,158,150,178,6,59.78,1,3,7
2020-01-03 08:00:00,218.7,160,150,173,6,59.84,1,3,8
2020-01-03 09:00:00,217.1,166,150,153,10,59.84,1,3,9
2020-01-03 10:00:00,221.7,172,148,136,16,59.84,1,3,10
2020-01-03 11:00:00,224.6,172,145,128,22,59.84,1,3,11
2020-01-03 12:00:00,226.2,176,146,124,30,59.84,1,3,12
2020-01-03 13:00:00,226.4,176,145,120,28,59.78,1,3,13
2020-01-03 14:00:00,228.6,176,148,128,28,59.72,1,3,14
2020-01-03 15:00:00,250.3,174,148,132,27,59.66,1,3,15
2020-01-03 16:00:00,247,172,146,132,25,59.66,1,3,16
2020-01-03 17:00:00,224.5,170,146,136,26,59.66,1,3,17
2020-01-03 18:00:00,218.5,166,146,144,21,59.72,1,3,18
2020-01-03 19:00:00,191.9,164,150,158,17,59.78,1,3,19
2020-01-03 20:00:00,188.5,163,150,163,16,59.84,1,3,20
2020-01-03 21:00:00,187.7,162,150,168,11,59.87,1,3,21
2020-01-03 22:00:00,188.2,162,150,168,6,59.9,1,3,22
2020-01-03 23:00:00,186.9,162,148,163,8,59.84,1,3,23
2020-01-04 00:00:00,176.7,160,146,162,11,59.78,1,4,0
2020-01-04 01:00:00,169.8,158,146,166,12,59.78,1,4,1
2020-01-04 02:00:00,167.9,158,146,166,8,59.78,1,4,2
2020-01-04 03:00:00,169.3,158,148,172,10,59.72,1,4,3
2020-01-04 04:00:00,169.8,158,148,172,6,59.72,1,4,4
2020-01-04 05:00:00,167,158,146,166,6,59.72,1,4,5
2020-01-04 06:00:00,166.5,158,146,166,5,59.75,1,4,6
2020-01-04 07:00:00,190,158,150,178,6,59.78,1,4,7
2020-01-04 08:00:00,196.5,160,150,173,6,59.84,1,4,8
2020-01-04 09:00:00,202.6,166,150,153,10,59.84,1,4,9
2020-01-04 10:00:00,208.5,172,148,136,16,59.84,1,4,10
2020-01-04 11:00:00,191.6,172,145,128,22,59.84,1,4,11
2020-01-04 12:00:00,205.8,176,146,124,30,59.84,1,4,12
2020-01-04 13:00:00,203.8,176,145,120,28,59.78,1,4,13
2020-01-04 14:00:00,206,176,148,128,28,59.72,1,4,14
2020-01-04 15:00:00,209.1,174,148,132,27,59.66,1,4,15
2020-01-04 16:00:00,209.6,172,146,132,25,59.66,1,4,16
2020-01-04 17:00:00,202.3,170,146,136,26,59.66,1,4,17
2020-01-04 18:00:00,199.9,166,146,144,21,59.72,1,4,18
2020-01-04 19:00:00,187.9,164,150,158,17,59.78,1,4,19
2020-01-04 20:00:00,183.3,163,150,163,16,59.84,1,4,20
2020-01-04 21:00:00,182.1,162,150,168,11,59.87,1,4,21
2020-01-04 22:00:00,182.9,162,150,168,6,59.9,1,4,22
2020-01-04 23:00:00,175.1,162,148,163,8,59.84,1,4,23
2020-01-05 00:00:00,168.1,160,146,162,11,59.78,1,5,0
2020-01-05 01:00:00,166.4,158,146,166,12,59.78,1,5,1
2020-01-05 02:00:00,165,158,146,166,8,59.78,1,5,2
2020-01-05 03:00:00,167.7,158,148,172,10,59.72,1,5,3
2020-01-05 04:00:00,166.6,158,148,172,6,59.72,1,5,4
2020-01-05 05:00:00,164.7,158,146,166,6,59.72,1,5,5
2020-01-05 06:00:00,163.4,158,146,166,5,59.75,1,5,6
2020-01-05 07:00:00,173.2,158,150,178,6,59.78,1,5,7
2020-01-05 08:00:00,179.3,160,150,173,6,59.84,1,5,8
2020-01-05 09:00:00,187.6,166,150,153,10,59.84,1,5,9
2020-01-05 10:00:00,190.1,172,148,136,16,59.84,1,5,10
2020-01-05 11:00:00,191.1,172,145,128,22,59.84,1,5,11
2020-01-05 12:00:00,192.3,176,146,124,30,59.84,1,5,12
2020-01-05 13:00:00,192.5,176,145,120,28,59.78,1,5,13
2020-01-05 14:00:00,194,176,148,128,28,59.72,1,5,14
2020-01-05 15:00:00,193.2,174,148,132,27,59.66,1,5,15
2020-01-05 16:00:00,195.9,172,146,132,25,59.66,1,5,16
2020-01-05 17:00:00,194.5,170,146,136,26,59.66,1,5,17
2020-01-05 18:00:00,191.2,166,146,144,21,59.72,1,5,18
2020-01-05 19:00:00,190,164,150,158,17,59.78,1,5,19
2020-01-05 20:00:00,188.7,163,150,163,16,59.84,1,5,20
2020-01-05 21:00:00,184.9,162,150,168,11,59.87,1,5,21
2020-01-05 22:00:00,186,162,150,168,6,59.9,1,5,22
2020-01-05 23:00:00,184.9,162,148,163,8,59.84,1,5,23
2020-01-06 00:00:00,176.6,160,146,162,11,59.78,1,6,0
2020-01-06 01:00:00,167.8,158,146,166,12,59.78,1,6,1
2020-01-06 02:00:00,164.2,158,146,166,8,59.78,1,6,2
2020-01-06 03:00:00,167.5,158,148,172,10,59.72,1,6,3
2020-01-06 04:00:00,166.7,158,148,172,6,59.72,1,6,4
2020-01-06 05:00:00,173.3,158,146,166,6,59.72,1,6,5
2020-01-06 06:00:00,182,158,146,166,5,59.75,1,6,6
2020-01-06 07:00:00,216,158,150,178,6,59.78,1,6,7
2020-01-06 08:00:00,218.1,160,150,173,6,59.84,1,6,8
2020-01-06 09:00:00,218.5,166,150,153,10,59.84,1,6,9
2020-01-06 10:00:00,221.5,172,148,136,16,59.84,1,6,10
2020-01-06 11:00:00,223,172,145,128,22,59.84,1,6,11
2020-01-06 12:00:00,224,176,146,124,30,59.84,1,6,12
2020-01-06 13:00:00,225.3,176,145,120,28,59.78,1,6,13
2020-01-06 14:00:00,239.1,176,148,128,28,59.72,1,6,14
2020-01-06 15:00:00,244.6,174,148,132,27,59.66,1,6,15
2020-01-06 16:00:00,244.3,172,146,132,25,59.66,1,6,16
2020-01-06 17:00:00,222.2,170,146,136,26,59.66,1,6,17
2020-01-06 18:00:00,205.8,166,146,144,21,59.72,1,6,18
2020-01-06 19:00:00,189.3,164,150,158,17,59.78,1,6,19
2020-01-06 20:00:00,182.3,163,150,163,16,59.84,1,6,20
2020-01-06 21:00:00,180.9,162,150,168,11,59.87,1,6,21
2020-01-06 22:00:00,180.5,162,150,168,6,59.9,1,6,22
2020-01-06 23:00:00,176.5,162,148,163,8,59.84,1,6,23
2020-01-07 00:00:00,165.1,160,146,162,11,59.78,1,7,0
2020-01-07 01:00:00,161.4,158,146,166,12,59.78,1,7,1
2020-01-07 02:00:00,160.7,158,146,166,8,59.78,1,7,2
2020-01-07 03:00:00,164.2,158,148,172,10,59.72,1,7,3
2020-01-07 04:00:00,163.9,158,148,172,6,59.72,1,7,4
2020-01-07 05:00:00,168.9,158,146,166,6,59.72,1,7,5
2020-01-07 06:00:00,169.8,158,146,166,5,59.75,1,7,6
2020-01-07 07:00:00,201.1,158,150,178,6,59.78,1,7,7
2020-01-07 08:00:00,215.6,160,150,173,6,59.84,1,7,8
2020-01-07 09:00:00,218,166,150,153,10,59.84,1,7,9
2020-01-07 10:00:00,223,172,148,136,16,59.84,1,7,10
2020-01-07 11:00:00,227.8,172,145,128,22,59.84,1,7,11
2020-01-07 12:00:00,231,176,146,124,30,59.84,1,7,12
2020-01-07 13:00:00,227.5,176,145,120,28,59.78,1,7,13
2020-01-07 14:00:00,241.9,176,148,128,28,59.72,1,7,14
2020-01-07 15:00:00,246.8,174,148,132,27,59.66,1,7,15
2020-01-07 16:00:00,249,172,146,132,25,59.66,1,7,16
2020-01-07 17:00:00,244.3,170,146,136,26,59.66,1,7,17
2020-01-07 18:00:00,193.5,166,146,144,21,59.72,1,7,18
2020-01-07 19:00:00,204.2,164,150,158,17,59.78,1,7,19
2020-01-07 20:00:00,194,163,150,163,16,59.84,1,7,20
2020-01-07 21:00:00,194.4,162,150,168,11,59.87,1,7,21
2020-01-07 22:00:00,188.6,162,150,168,6,59.9,1,7,22
2020-01-07 23:00:00,187.2,162,148,163,8,59.84,1,7,23
2020-01-08 00:00:00,180,160,146,162,11,59.78,1,8,0
2020-01-08 01:00:00,177.9,158,146,166,12,59.78,1,8,1
2020-01-08 02:00:00,177.2,158,146,166,8,59.78,1,8,2
2020-01-08 03:00:00,179.3,158,148,172,10,59.72,1,8,3
2020-01-08 04:00:00,181.3,158,148,172,6,59.72,1,8,4
2020-01-08 05:00:00,184.5,158,146,166,6,59.72,1,8,5
2020-01-08 06:00:00,185.9,158,146,166,5,59.75,1,8,6
2020-01-08 07:00:00,213,158,150,178,6,59.78,1,8,7
2020-01-08 08:00:00,226.5,160,150,173,6,59.84,1,8,8
2020-01-08 09:00:00,225.8,166,150,153,10,59.84,1,8,9
2020-01-08 10:00:00,227.3,172,148,136,16,59.84,1,8,10
2020-01-08 11:00:00,206.7,172,145,128,22,59.84,1,8,11
2020-01-08 12:00:00,221.8,176,146,124,30,59.84,1,8,12
2020-01-08 13:00:00,233,176,145,120,28,59.78,1,8,13
2020-01-08 14:00:00,248.5,176,148,128,28,59.72,1,8,14
2020-01-08 15:00:00,242.1,174,148,132,27,59.66,1,8,15
2020-01-08 16:00:00,239.5,172,146,132,25,59.66,1,8,16
2020-01-08 17:00:00,199.9,170,146,136,26,59.66,1,8,17
2020-01-08 18:00:00,222.8,166,146,144,21,59.72,1,8,18
2020-01-08 19:00:00,207.3,164,150,158,17,59.78,1,8,19
2020-01-08 20:00:00,188.8,163,150,163,16,59.84,1,8,20
2020-01-08 21:00:00,191.7,162,150,168,11,59.87,1,8,21
2020-01-08 22:00:00,189,162,150,168,6,59.9,1,8,22
2020-01-08 23:00:00,190,162,152,173,6,59.75,1,8,23
2020-01-09 00:00:00,182.9,158,150,178,8,59.6,1,9,0
2020-01-09 01:00:00,175.2,158,150,178,8,59.57,1,9,1
2020-01-09 02:00:00,173.5,158,150,178,10,59.54,1,9,2
2020-01-09 03:00:00,175.9,158,148,172,11,59.54,1,9,3
2020-01-09 04:00:00,175.3,158,152,183,10,59.54,1,9,4
2020-01-09 05:00:00,177.7,158,152,183,8,59.54,1,9,5
2020-01-09 06:00:00,180.5,158,150,178,6,59.54,1,9,6
2020-01-09 07:00:00,208.9,158,150,178,8,59.6,1,9,7
2020-01-09 08:00:00,224.9,160,150,173,11,59.66,1,9,8
2020-01-09 09:00:00,223.1,164,152,163,13,59.66,1,9,9
2020-01-09 10:00:00,225.6,168,150,148,15,59.66,1,9,10
2020-01-09 11:00:00,226.4,170,150,144,20,59.63,1,9,11
2020-01-09 12:00:00,229.8,174,150,136,26,59.6,1,9,12
2020-01-09 13:00:00,237.7,174,150,136,27,59.54,1,9,13
2020-01-09 14:00:00,242.5,176,146,124,26,59.48,1,9,14
2020-01-09 15:00:00,245.9,176,148,128,27,59.45,1,9,15
2020-01-09 16:00:00,258.5,174,146,128,23,59.42,1,9,16
2020-01-09 17:00:00,230.4,168,146,140,21,59.42,1,9,17
2020-01-09 18:00:00,199.9,166,148,148,22,59.45,1,9,18
2020-01-09 19:00:00,206.8,163,150,163,12,59.51,1,9,19
2020-01-09 20:00:00,191.4,162,150,168,12,59.57,1,9,20
2020-01-09 21:00:00,196.2,162,150,168,10,59.6,1,9,21
2020-01-09 22:00:00,193.4,162,150,168,11,59.66,1,9,22
2020-01-09 23:00:00,192.4,162,150,168,11,59.66,1,9,23
2020-01-10 00:00:00,175.7,162,150,168,6,59.66,1,10,0
2020-01-10 01:00:00,173.3,158,150,178,6,59.6,1,10,1
2020-01-10 02:00:00,171.8,158,150,178,5,59.54,1,10,2
2020-01-10 03:00:00,174.5,158,150,178,10,59.54,1,10,3
2020-01-10 04:00:00,174.4,158,150,178,8,59.48,1,10,4
2020-01-10 05:00:00,176.3,158,150,178,6,59.54,1,10,5
2020-01-10 06:00:00,178.7,158,146,166,6,59.54,1,10,6
2020-01-10 07:00:00,218,158,146,166,8,59.57,1,10,7
